ID,date,title,eventDesc,location,eventTime,category,link,emailId
125,"Wednesday, August 27 2014",Southeast Asian Butterflies in the “Butterfly Rainforest”,Visit the “Butterfly Rainforest” exhibit at the Florida Museum of Natural History from July 1 through Aug. 14 to discover an exotic assortment of butterfly and moth species and see their extraordinary features as part of the theme “Butterflies of Southeast Asia.”," Florida Museum of Natural History, University of Florida Cultural Plaza, 3215 Hull Road
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/southeast-asian-butterflies-in-the-butterfly-rainforest.php,kprokos@flmnh.ufl.edu
126,"Wednesday, August 27 2014",Fall Advance Registration,Fall Advance Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/fall-advance-registration.php,kzemba@ufl.edu
127,"Wednesday, August 27 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
128,"Wednesday, August 27 2014",Southeast Asian Butterflies in the “Butterfly Rainforest”,Visit the “Butterfly Rainforest” exhibit at the Florida Museum of Natural History from July 1 through Aug. 14 to discover an exotic assortment of butterfly and moth species and see their extraordinary features as part of the theme “Butterflies of Southeast Asia.”," Florida Museum of Natural History, University of Florida Cultural Plaza, 3215 Hull Road
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/southeast-asian-butterflies-in-the-butterfly-rainforest.php,kprokos@flmnh.ufl.edu
129,"Wednesday, August 27 2014",Fall Advance Registration,Fall Advance Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/fall-advance-registration.php,kzemba@ufl.edu
130,"Thursday, August 28 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
131,"Thursday, August 28 2014",Southeast Asian Butterflies in the “Butterfly Rainforest”,Visit the “Butterfly Rainforest” exhibit at the Florida Museum of Natural History from July 1 through Aug. 14 to discover an exotic assortment of butterfly and moth species and see their extraordinary features as part of the theme “Butterflies of Southeast Asia.”," Florida Museum of Natural History, University of Florida Cultural Plaza, 3215 Hull Road
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/southeast-asian-butterflies-in-the-butterfly-rainforest.php,kprokos@flmnh.ufl.edu
132,"Thursday, August 28 2014",Fall Advance Registration,Fall Advance Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/fall-advance-registration.php,kzemba@ufl.edu
133,"Thursday, August 28 2014",Summer C Classes End,Summer C Classes End,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/august/summer-c-classes-end.php,//calendar.ufl.edu/event-archive/2014/august/event-149953.ics
134,"Thursday, August 28 2014",Summer B Classes End,Summer B Classes End,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/august/summer-b-classes-end.php,//calendar.ufl.edu/event-archive/2014/august/event-149954.ics
135,"Thursday, August 28 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
136,"Thursday, August 28 2014",Southeast Asian Butterflies in the “Butterfly Rainforest”,Visit the “Butterfly Rainforest” exhibit at the Florida Museum of Natural History from July 1 through Aug. 14 to discover an exotic assortment of butterfly and moth species and see their extraordinary features as part of the theme “Butterflies of Southeast Asia.”," Florida Museum of Natural History, University of Florida Cultural Plaza, 3215 Hull Road
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/southeast-asian-butterflies-in-the-butterfly-rainforest.php,kprokos@flmnh.ufl.edu
137,"Friday, August 29 2014",Fall Advance Registration,Fall Advance Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/fall-advance-registration.php,kzemba@ufl.edu
138,"Friday, August 29 2014",Summer Commencement,Summer Commencement,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/august/summer-commencement.php,kzemba@ufl.edu
139,"Friday, August 29 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
140,"Friday, August 29 2014",Southeast Asian Butterflies in the “Butterfly Rainforest”,Visit the “Butterfly Rainforest” exhibit at the Florida Museum of Natural History from July 1 through Aug. 14 to discover an exotic assortment of butterfly and moth species and see their extraordinary features as part of the theme “Butterflies of Southeast Asia.”," Florida Museum of Natural History, University of Florida Cultural Plaza, 3215 Hull Road
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/southeast-asian-butterflies-in-the-butterfly-rainforest.php,kprokos@flmnh.ufl.edu
141,"Friday, August 29 2014",Fall Advance Registration,Fall Advance Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/fall-advance-registration.php,kzemba@ufl.edu
142,"Friday, August 29 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
143,"Saturday, August 30 2014",Southeast Asian Butterflies in the “Butterfly Rainforest”,Visit the “Butterfly Rainforest” exhibit at the Florida Museum of Natural History from July 1 through Aug. 14 to discover an exotic assortment of butterfly and moth species and see their extraordinary features as part of the theme “Butterflies of Southeast Asia.”," Florida Museum of Natural History, University of Florida Cultural Plaza, 3215 Hull Road
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/southeast-asian-butterflies-in-the-butterfly-rainforest.php,kprokos@flmnh.ufl.edu
144,"Saturday, August 30 2014",Fall Advance Registration,Fall Advance Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/fall-advance-registration.php,kzemba@ufl.edu
145,"Saturday, August 30 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
146,"Sunday, August 31 2014",Southeast Asian Butterflies in the “Butterfly Rainforest”,Visit the “Butterfly Rainforest” exhibit at the Florida Museum of Natural History from July 1 through Aug. 14 to discover an exotic assortment of butterfly and moth species and see their extraordinary features as part of the theme “Butterflies of Southeast Asia.”," Florida Museum of Natural History, University of Florida Cultural Plaza, 3215 Hull Road
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/southeast-asian-butterflies-in-the-butterfly-rainforest.php,kprokos@flmnh.ufl.edu
147,"Monday, September 01 2014",Fall Advance Registration,Fall Advance Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/fall-advance-registration.php,kzemba@ufl.edu
148,"Monday, September 01 2014",Summer B & C Degree Status Available,Summer B & C Degree Status Available,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/august/summer-b--c-degree-status-available.php,//calendar.ufl.edu/event-archive/2014/august/event-149957.ics
149,"Tuesday, September 02 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
150,"Tuesday, September 02 2014",Southeast Asian Butterflies in the “Butterfly Rainforest”,Visit the “Butterfly Rainforest” exhibit at the Florida Museum of Natural History from July 1 through Aug. 14 to discover an exotic assortment of butterfly and moth species and see their extraordinary features as part of the theme “Butterflies of Southeast Asia.”," Florida Museum of Natural History, University of Florida Cultural Plaza, 3215 Hull Road
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/southeast-asian-butterflies-in-the-butterfly-rainforest.php,kprokos@flmnh.ufl.edu
151,"Wednesday, September 03 2014",Fall Advance Registration,Fall Advance Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/fall-advance-registration.php,kzemba@ufl.edu
152,"Wednesday, September 03 2014",Summer B & C Final Grades Available,Summer B & C Final Grades Available,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/august/summer-b--c-final-grades-available.php,//calendar.ufl.edu/event-archive/2014/august/event-149958.ics
153,"Thursday, September 04 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
154,"Thursday, September 04 2014",Southeast Asian Butterflies in the “Butterfly Rainforest”,Visit the “Butterfly Rainforest” exhibit at the Florida Museum of Natural History from July 1 through Aug. 14 to discover an exotic assortment of butterfly and moth species and see their extraordinary features as part of the theme “Butterflies of Southeast Asia.”," Florida Museum of Natural History, University of Florida Cultural Plaza, 3215 Hull Road
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/southeast-asian-butterflies-in-the-butterfly-rainforest.php,kprokos@flmnh.ufl.edu
155,"Thursday, September 04 2014",Fall Advance Registration,Fall Advance Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/fall-advance-registration.php,kzemba@ufl.edu
156,"Thursday, September 04 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
157,"Friday, September 05 2014",Soccer vs. FIU (Exhibition),Exhibition game between YOUR Florida Gators and the Florida International University Panthers.," James G. Pressly Stadium
",7 p.m.,"Athletics, UF Calendar",http://calendar.ufl.edu/event-archive/2014/august/soccer-vs-fiu-exhibition.php,promotions@gators.uaa.ufl.edu
158,"Friday, September 05 2014",Fall Advance Registration,Fall Advance Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/fall-advance-registration.php,kzemba@ufl.edu
159,"Friday, September 05 2014",Panama Canal Centennial Celebration at UF,A special weekend of activities at the University of Florida is planned August 15-17.,null,All Day,UF Calendar,http://calendar.ufl.edu/event-archive/2014/august/panama-canal-centennial-celebration-at-uf.php,bhood@ufl.edu
160,"Saturday, September 06 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
161,"Saturday, September 06 2014","Chamber Orchestra, Summerfest 2014","Produced by the Symphony of the Americas, featuring artistic director, Dr. James Brooks Bruzzese, international symphony conductor and recipient of the 2005 Hispanic Heritage Foundation Kennedy Center award to honor Hispanic leaders and role models."," Phillips Center
",7:30 PM,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/august/chamber-orchestra-summerfest-2014.php,bhood@ufl.edu
162,"Saturday, September 06 2014",Fall Advance Registration,Fall Advance Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/fall-advance-registration.php,kzemba@ufl.edu
163,"Monday, September 08 2014",Panama Canal Centennial Celebration at UF,A special weekend of activities at the University of Florida is planned August 15-17.,null,All Day,UF Calendar,http://calendar.ufl.edu/event-archive/2014/august/panama-canal-centennial-celebration-at-uf.php,bhood@ufl.edu
164,"Monday, September 08 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
165,"Tuesday, September 09 2014",Soccer vs. Baylor (Exhibition),Exhibition game between YOUR Florida Gators and the Baylor University Bears.," James G. Pressly Stadium
",7 p.m.,"Athletics, UF Calendar",http://calendar.ufl.edu/event-archive/2014/august/soccer-vs-baylor-exhibition.php,promotions@gators.uaa.ufl.edu
166,"Tuesday, September 09 2014",Fall Advance Registration,Fall Advance Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/fall-advance-registration.php,kzemba@ufl.edu
167,"Wednesday, September 10 2014",Panama Canal Centennial Celebration at UF,A special weekend of activities at the University of Florida is planned August 15-17.,null,All Day,UF Calendar,http://calendar.ufl.edu/event-archive/2014/august/panama-canal-centennial-celebration-at-uf.php,bhood@ufl.edu
168,"Wednesday, September 10 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
169,"Wednesday, September 10 2014",Fall Advance Registration,Fall Advance Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/fall-advance-registration.php,kzemba@ufl.edu
170,"Thursday, September 11 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
171,"Thursday, September 11 2014",Fall Advance Registration,Fall Advance Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/fall-advance-registration.php,kzemba@ufl.edu
172,"Thursday, September 11 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
173,"Friday, September 12 2014",Fall Advance Registration,Fall Advance Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/fall-advance-registration.php,kzemba@ufl.edu
174,"Friday, September 12 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
175,"Friday, September 12 2014",Fall Advance Registration,Fall Advance Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/fall-advance-registration.php,kzemba@ufl.edu
176,"Saturday, September 13 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
177,"Sunday, September 14 2014",Fall Regular Registration,Fall Regular Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/august/fall-regular-registration.php,kzemba@ufl.edu
178,"Monday, September 15 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
179,"Tuesday, September 16 2014",Soccer vs. Miami,YOUR Florida Gators vs. the Hurricanes.," James G. Pressly Stadium
",7 p.m.,"UF Calendar, Athletics",http://calendar.ufl.edu/event-archive/2014/august/soccer-vs-miami.php,promotions@gators.uaa.ufl.edu
180,"Wednesday, September 17 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
181,"Thursday, September 18 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
182,"Thursday, September 18 2014",Soccer vs. USF,YOUR Gators vs. the Bulls," James G. Pressly Stadium
",1 p.m.,"Athletics, UF Calendar",http://calendar.ufl.edu/event-archive/2014/august/soccer-vs-usf.php,promotions@gators.uaa.ufl.edu
183,"Friday, September 19 2014",Rally in the Swamp,Sponsored by University Athletic Association.," Ben Hill Griffin Stadium
",8 - 9 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/august/rally-in-the-swamp.php,CaitlinH@gators.ufl.edu
184,"Friday, September 19 2014",Fall Classes Begin,Fall Classes Begin,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/august/fall-classes-begin.php,kzemba@ufl.edu
185,"Friday, September 19 2014",Fall State Agency Registration,Fall State Agency Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/august/fall-state-agency-registration.php,kzemba@ufl.edu
186,"Friday, September 19 2014",Fall Drop/Add,Fall Drop/Add,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/august/fall-dropadd.php,kzemba@ufl.edu
187,"Friday, September 19 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
188,"Saturday, September 20 2014",Fall Employee EEP Registration,Fall Employee EEP Registration,null,"Academic Calendar, UF Calendar",,http://calendar.ufl.edu/event-archive/2014/august/fall-employee-eep-registration.php,//catalog.ufl.edu/ugrad/current/Pages/adfall1415.aspx
189,"Saturday, September 20 2014",EARFILMS,EARFILMS," Squitieri Studio Theatre
",7:30 PM,"UF Calendar, Arts & Museums",http://calendar.ufl.edu/event-archive/2014/august/earfilms.php,adouglas@performingarts.ufl.edu
190,"Saturday, September 20 2014",Fall Drop/Add,Fall Drop/Add,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/august/fall-dropadd.php,kzemba@ufl.edu
191,"Sunday, September 21 2014",Fall Late Registration,Fall Late Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/august/fall-late-registration.php,kzemba@ufl.edu
192,"Monday, September 22 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
193,"Tuesday, September 23 2014",Fall Employee EEP Registration,Fall Employee EEP Registration,null,"Academic Calendar, UF Calendar",,http://calendar.ufl.edu/event-archive/2014/august/fall-employee-eep-registration.php,//catalog.ufl.edu/ugrad/current/Pages/adfall1415.aspx
194,"Tuesday, September 23 2014",EARFILMS,EARFILMS," Squitieri Studio Theatre
",7:30 PM,"UF Calendar, Arts & Museums",http://calendar.ufl.edu/event-archive/2014/august/earfilms.php,adouglas@performingarts.ufl.edu
195,"Wednesday, September 24 2014",Fall Drop/Add,Fall Drop/Add,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/august/fall-dropadd.php,kzemba@ufl.edu
196,"Thursday, September 25 2014",Fall Late Registration,Fall Late Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/august/fall-late-registration.php,kzemba@ufl.edu
197,"Thursday, September 25 2014",Fall Nondegree Registration,Fall Nondegree Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/august/fall-nondegree-registration.php,kzemba@ufl.edu
198,"Thursday, September 25 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
199,"Friday, September 26 2014",Fall Employee EEP Registration,Fall Employee EEP Registration,null,"Academic Calendar, UF Calendar",,http://calendar.ufl.edu/event-archive/2014/august/fall-employee-eep-registration.php,//catalog.ufl.edu/ugrad/current/Pages/adfall1415.aspx
200,"Friday, September 26 2014",SBIR Information Session,Sponsored by Office of Technology Licensing," Florida Innovation Hub
More Info > ",4 - 6 p.m.,More info,http://calendar.ufl.edu/event-archive/2014/august/sbir-information-session-.php,ksfl@ufl.edu
201,"Friday, September 26 2014",EARFILMS,EARFILMS," Squitieri Studio Theatre
",7:30 PM,"UF Calendar, Arts & Museums",http://calendar.ufl.edu/event-archive/2014/august/earfilms.php,adouglas@performingarts.ufl.edu
202,"Friday, September 26 2014",Fall Drop/Add,Fall Drop/Add,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/august/fall-dropadd.php,kzemba@ufl.edu
203,"Saturday, September 27 2014",Fall Late Registration,Fall Late Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/august/fall-late-registration.php,kzemba@ufl.edu
204,"Saturday, September 27 2014",Fall Nondegree Registration,Fall Nondegree Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/august/fall-nondegree-registration.php,kzemba@ufl.edu
205,"Sunday, September 28 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
206,"Sunday, September 28 2014",Fall Employee EEP Registration,Fall Employee EEP Registration,null,"Academic Calendar, UF Calendar",,http://calendar.ufl.edu/event-archive/2014/august/fall-employee-eep-registration.php,//catalog.ufl.edu/ugrad/current/Pages/adfall1415.aspx
207,"Monday, September 29 2014","Native American-American Indian Student, Faculty, Staff Reception","Sponsored by American Indian/Indigenous Studies, Native American Network & UF Intercultural Engagement"," Pugh Hall 210
",5 - 6:30 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/august/native-american-american-indian-student-faculty-staff-reception.php,jarrod.cruz@ufl.edu
208,"Monday, September 29 2014",RecStravaganza,RecStravaganza will showcase everything that RecSports has to offer.," Southwest Recreation Center
",UF Calendar,,http://calendar.ufl.edu/event-archive/2014/august/recstravaganza.php,haydenm@recsports.ufl.edu
209,"Tuesday, September 30 2014",EARFILMS,EARFILMS," Squitieri Studio Theatre
",7:30 PM,"UF Calendar, Arts & Museums",http://calendar.ufl.edu/event-archive/2014/august/earfilms.php,adouglas@performingarts.ufl.edu
210,"Tuesday, September 30 2014",SCREAM Theater: A Sexual Violence Prevention Program,Free event sponsored by Gator Wesley Foundation," University Auditorium
",8 - 10 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/august/scream-theater-a-sexual-violence-prevention-program.php,narcie@gatorwesley.org
211,"Tuesday, September 30 2014",Fall Drop/Add,Fall Drop/Add,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/august/fall-dropadd.php,kzemba@ufl.edu
212,"Tuesday, September 30 2014",Fall Late Registration,Fall Late Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/august/fall-late-registration.php,kzemba@ufl.edu
213,"Tuesday, September 30 2014",Fall Nondegree Registration,Fall Nondegree Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/august/fall-nondegree-registration.php,kzemba@ufl.edu
214,"Wednesday, October 01 2014",Fall Withdrawal with no Fee Liability,Fall Withdrawal with no Fee Liability,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/august/fall-withdrawal-with-no-fee-liability.php,kzemba@ufl.edu
215,"Wednesday, October 01 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
216,"Wednesday, October 01 2014",Fall Employee EEP Registration,Fall Employee EEP Registration,null,"Academic Calendar, UF Calendar",,http://calendar.ufl.edu/event-archive/2014/august/fall-employee-eep-registration.php,//catalog.ufl.edu/ugrad/current/Pages/adfall1415.aspx
217,"Thursday, October 02 2014",GatorNights: Nappy Roots Concert,Sponsored by GatorNights," J. Wayne Reitz Union Grand Ballroom
",10:30 p.m. - 12 a.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/august/gatornights-nappy-roots-concert-.php,margarets@union.ufl.edu
218,"Thursday, October 02 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
219,"Friday, October 03 2014",Football vs. Idaho,YOUR Gators vs. the Vandals," Ben Hill Griffin Stadium
",7 p.m.,"Athletics, UF Calendar",http://calendar.ufl.edu/event-archive/2014/august/football--vs-idaho.php,promotions@gators.uaa.ufl.edu
